t,v,ep,epe,epi,idc,mdc,tn,ctl,ctl_ua,bn,p,ab,v_l,ep_l,epe_l,epi_l,idc_l,mdc_l,cd4n_l,cd8n_l,ctl_l,th1_l,tfh_l,ctl_site_l,bn_l,p_l,abg_l,aba_l,abm_l,mr_l,ma_l,igamma_l,i2_l,i6_l,i12_l
0.0,1000.0,5.5e6,0.0,0.0,2.5e6,0.0,11200.0,0.0,0.0,23100.0,0.0,0.0,0.0,5.5e8,0.0,0.0,1.2e6,0.0,70000.0,23100.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0
0.5,931.0082702785295,5.499689668696524e6,255.72405806625233,111.5659212350246,2.499950183898925e6,60.62328394598422,11199.874503463065,0.3915802907336891,5.176022070762098e-20,23099.98151157465,0.21470215952578364,1.1161486351483645e-6,41.26542732162962,5.499999934859213e8,5.801705677091705,0.6736609240121022,1.2000000025295594e6,0.0,69999.99952747759,23099.999997693234,1.8401438208046956e-6,3.0747846895632034e-20,0.00047081179874807003,-1.1624388706335906e-46,41999.99999532433,4.610523776169742e-6,2.0319621092497103e-12,2.3645787373946436e-12,2.1928837338314023e-12,400000.0,1.928762546467272e-18,3.7742317451100905e-15,5.564874755337306e-9,8.016282278180726e-7,6.607605291336511e-23
1.0,1663.5772078388848,5.499369564259514e6,468.3433805942573,346.49201833483266,2.4998867838224666e6,129.03737646793837,11199.51623533257,1.4991581987127482,0.0010079375248094665,23099.928729666542,0.8026228786915766,8.186281189056632e-6,96.92503019132249,5.499999736745176e8,21.243990603588244,4.522595987130404,1.2000000064818587e6,0.003459504167619746,69999.98920989336,23099.99984216427,0.0001255153021116061,3.8118196766594565e-6,0.011933652097251607,2.5050981538066755e-9,41999.99975679337,0.0002363705764094702,2.1273948808421094e-10,2.469115821402332e-10,2.286827528599835e-10,400000.0,2.201976415629057e-15,1.003858785330368e-12,1.8033260459621842e-7,9.892058282933063e-6,6.6217856320770856e-9
1.5,3582.7369122789364,5.49870704220992e6,943.1763035203904,768.028541222973,2.499757458313426e6,268.72214761884527,11198.775219432267,3.7757343133844956,0.007506976704675467,23099.819554395905,1.9860240400547342,2.7843010886695528e-5,228.0959368215069,5.499999274964497e8,54.99836889897563,14.832372092604485,1.1999999886934606e6,0.03542283728200152,69999.9674606665,23099.998300616564,0.0013471218769521103,0.00043607155068124654,0.07662230235200408,3.5685778867700575e-7,41999.99764564924,0.0022554875219206205,3.0701511402735138e-9,3.553849869697209e-9,3.2871408585168833e-9,400000.0,2.313343513403046e-13,3.528124956777276e-11,1.2701011770216991e-6,4.2762024247171086e-5,2.0595462532858132e-7
2.0,7715.350108709526,5.497254558246162e6,2006.0240318039093,1640.76405015826,2.4994783336292454e6,572.2454034805229,11197.210405366275,8.570860465288941,0.025875742387816012,23099.588985288352,4.4594053627235155,7.329144929044724e-5,534.6443770499338,5.499998187505766e8,133.0264003074039,39.493230822317656,1.199999945685252e6,0.10699158824694442,69999.91552124622,23099.99092140559,0.007174821686153153,0.00311589423818836,0.29588588311138336,5.853113004171967e-6,41999.98810674895,0.011239914988547386,2.0247572196168208e-8,2.3376900473054493e-8,2.1594814045116925e-8,400000.0,9.677621355716554e-12,5.282388494294746e-10,5.133509486331731e-6,0.00012996562375434636,8.650451025926956e-7
2.5,16526.769419413296,5.494130456525044e6,4294.263590897419,3506.8783442905906,2.4988805204821336e6,1223.309822543204,11193.869772892183,18.79733392361193,0.06882393942503022,23099.096656026148,9.721278501741345,0.00017325184662528973,1225.9480912471224,5.499995670468842e8,311.83448934178466,97.04035861906104,1.1999998450230786e6,0.2698424089826154,69999.75281455246,23099.965810550733,0.02694487518651781,0.011590742466846625,0.899633484745899,4.152523553168951e-5,41999.956619176395,0.04050103085207663,8.907952723621363e-8,1.0259697201488923e-7,9.466202884788652e-8,399999.9999999998,2.324400173400117e-10,4.919709044284854e-9,1.5979581862997014e-5,0.00034115618013206325,2.441534543618419e-6
3.0,35362.10649178814,5.487449481427541e6,9184.445700587865,7500.630413317981,2.4976059942038897e6,2611.888294850486,11186.736917703243,40.622532124281506,0.1638960583124998,23098.044985892688,20.943654158594367,0.0003893724182604093,2760.84381816865,5.499989961105299e8,714.2463868539401,228.76477642370472,1.1999996035585194e6,0.6471286556187824,69999.31212465478,23099.89418832245,0.08319046959077783,0.03359641781116959,2.4113172908042593,0.0001914795374204221,41999.86827175305,0.1217103918098162,3.0937849158597153e-7,3.555407236055146e-7,3.276878251316859e-7,399999.999999996,4.0661546340112575e-9,3.547633748664735e-8,4.33842562183659e-5,0.0008342937326258834,6.113921783325903e-6
3.5,75626.95544820666,5.473192516785158e6,19614.38818872141,16033.259263304417,2.4949015342145306e6,5559.415235478372,11171.550627726992,87.0771751858933,0.3701396430829011,23095.803833970615,44.838079559374734,0.0008530196479075448,6138.53852107049,5.49997720168557e8,1608.136151700157,525.367572550164,1.1999990387957357e6,1.5064164433848706,69998.22595291476,23099.708992733853,0.22834554573526877,0.08686492669320721,6.011399607511313,0.0006865701713258026,41999.64196219488,0.3279979898664842,9.266013399256636e-7,1.0628058961441362e-6,9.786214062292715e-7,399999.9999999412,5.903153984684047e-8,2.2078215040491673e-7,0.00010897961993364817,0.001960425001516936,1.4565061787606907e-5
4.0,161580.59862667523,5.442875022336757e6,41775.5803971695,34218.01127762887,2.4892174012476476e6,11758.347373004344,11139.413915360808,185.35877562754607,0.8132469951347177,23091.051816791824,95.46100030370307,0.0018423438932018003,13520.919858674988,5.499948989986612e8,3575.5372876889887,1184.9171573613448,1.199997749478059e6,3.4316090085647004,69995.67166541764,23099.257391300496,0.5818456591796675,0.2113249169429599,14.328044042952792,0.002102941641371627,41999.093238732166,0.8250720775593575,2.5184079090168023e-6,2.883859392203263e-6,2.6533054628687274e-6,399999.99999924033,7.626419856838788e-7,1.253689152040086e-6,0.0002610073835715209,0.004491060601227714,3.369656238474013e-5
4.5,344491.3068411866,5.378884951421283e6,88471.37141051631,72780.38549063055,2.477505831961058e6,24546.514749228438,11072.257937756553,390.66173183921046,1.7588534629608001,23081.08019601534,201.55134225414992,0.003939164472099179,29560.473047160423,5.4998871211339e8,7874.7838214409085,2637.745208016731,1.199994854293188e6,7.69537266182592,69989.8300166695,23098.196898269583,1.411459243984083,0.4954937823526687,33.148321686202046,0.005808871480741675,41997.809256561224,1.9830014993844276,6.408301090988895e-6,7.328215660192606e-6,6.737885146253837e-6,399999.9999909229,9.113687090389185e-6,6.696401184764718e-6,0.0006058371207137254,0.010110209612239143,7.640889534023964e-5
