t,v,ep,epe,epi,idc,mdc,tn,ctl,ctl_ua,bn,p,ab,v_l,ep_l,epe_l,epi_l,idc_l,mdc_l,cd4n_l,cd8n_l,ctl_l,th1_l,tfh_l,ctl_site_l,bn_l,p_l,abg_l,aba_l,abm_l,mr_l,ma_l,igamma_l,i2_l,i6_l,i12_l,a7
34.5,0.08683802510765032,5.4999965125796655e6,0.08867214286268917,0.03524110035256341,2.4046172868591724e6,57.637283039445265,1881.2648080339563,11760.143441943283,4487.964136051643,20123.501421989968,1228.3468391744593,8.555315475040961,0.6937943033044249,4.934813640608103e8,32.327385792071176,0.3160036942385797,1.1814403861135363e6,11.88189081169927,34675.52766559659,243.49243693181404,43301.339935509335,121144.26310439172,102756.78908668313,15956.622275845282,3733.013268599038,17403.584830170927,4.181281764181385,3.2376566750310953,2.492503549683118,403742.4579529757,0.21175832062576244,2.1871901259046605e-5,4.4929844100216325,0.002187191050210847,0.0006248764819430456,9.425329963887206
35.0,0.05779272022747808,5.499997638397047e6,0.05833705489707387,0.023255584656147084,2.410619959215807e6,44.89247940285789,1924.8186325772315,11469.8898028362,4465.356503635013,20148.531652052305,1111.746743749658,8.466464907904129,0.5005300193517181,4.936224840165707e8,22.914992737130206,0.2234492562423362,1.1826083887352222e6,9.254559252530933,34867.67522486178,247.94433996765002,42321.44779945249,118154.69758860843,100222.27100567603,15995.216392633192,3534.460415306976,16105.362391617657,4.148219232784662,3.16814559864388,2.4240117155949483,403705.27908152586,0.15223808378815804,1.5387312818642992e-5,4.382136732392815,0.0015726358543138878,0.0004729851995101801,9.45335695227062
35.5,0.03866108719396349,5.499998401013282e6,0.03856387539109001,0.01542476533841107,2.4162448694105153e6,34.96531990474854,1968.205478964495,11186.781133941959,4441.130250533025,20173.467601453583,1006.1782044240184,8.377063686863366,0.36167159688885026,4.937632516576467e8,16.244894517795775,0.1581280293304813,1.1837028862569635e6,7.208130827600452,35056.81424822938,252.5529531647174,41365.551436317575,115238.58786678342,97749.62243943696,16023.059776087806,3362.3579055549158,14906.153131540525,4.11210452084775,3.0970788008359134,2.3549047253504813,403668.45350424247,0.10944757224789678,1.0843257576849484e-5,4.274003684899217,0.0011307220694308075,0.00035853408665202766,9.480017048301072
36.0,0.026000748372563876,5.499998917464299e6,0.02562024324925512,0.010284989900573345,2.4215157905564657e6,27.23304978574484,2011.424625867977,10910.645340183863,4415.378908380684,20198.308405108208,910.6056068225296,8.287275236812958,0.26172309119813975,4.939036678512143e8,11.517726137639391,0.11198794717679483,1.1847285044655392e6,5.614183738858375,35243.38926501373,257.31024363830346,40433.0744375078,112394.2065138957,95337.51168420866,16040.65771832168,3213.3748880834523,13799.631917554054,4.073282694839735,3.02484602590907,2.2855163145567348,403631.9823834003,0.07868445760243943,7.653038527941536e-6,4.168524127949923,0.0008129657517463868,0.00027216161235149794,9.505376916105245
36.5,0.017582443307868515,5.499999267136943e6,0.017109466870789108,0.006895419251665338,2.4264549998082942e6,21.21049312051018,2054.475631304157,10641.313716020379,4388.192412673686,20223.053474540622,824.0887689503455,8.197246238631394,0.18965974781943828,4.9404373346583587e8,8.167213242974661,0.07937003678062121,1.1856895780568393e6,4.372681993001241,35427.76429008107,262.21042918739073,39523.450541723425,109619.84764867484,92984.58581847252,16048.497297101761,3084.6397640649348,12779.643393176466,4.03207344073422,2.9518003122773364,2.21614414774552,403595.86555494444,0.0565681242000259,5.409353614228269e-6,4.065636862160291,0.0005844930601961757,0.00020688047304457503,9.529499968562025
37.0,0.01195701175546508,5.499999503852651e6,0.011487393564363579,0.0046490441619069294,2.4310833724563597e6,16.519681245281035,2097.3582772274503,10378.621030545592,4359.657216220356,20247.702436708867,745.774545606789,8.107108196229104,0.1376192620534618,4.941834493704362e8,5.792191907897219,0.05629322889413722,1.1865901689486972e6,3.4057025606370885,35610.23599995192,267.24946696919136,38636.124303663324,106913.83163630537,90689.48613348922,16047.047921219733,2973.673821758474,11840.249506137994,3.988772145612064,2.878260100849435,2.1470521959597524,403560.10191123636,0.040668167134104746,3.828757752467364e-6,3.9652810501623272,0.00042022211261876863,0.00015746713677768697,9.552446525867685
37.5,0.008178665369593219,5.499999664084285e6,0.0077556201746415655,0.003152716140647621,2.435420470117173e6,12.866177870221971,2140.072524810953,10122.40557795044,4329.8564005762055,20272.255086273257,674.8890809950622,8.016978863853117,0.09998219496368081,4.9432281643357694e8,4.1084547442689185,0.03995419312300399,1.187434083443085e6,2.652548297883488,35791.04524907495,272.4246704795276,37770.55152750257,104274.50836164279,88450.85908989616,16036.761870495871,2878.3346969803206,10975.762723952717,3.9436510768987683,2.8045113981774623,2.07847312533394,403524.68967612006,0.029237310594663758,2.7135530902159972e-6,3.8673965151830783,0.0003021150105338882,0.00012001038186120907,9.574273966367823
38.0,0.005627594629828773,5.499999772538819e6,0.00526619574798695,0.0021507689375579717,2.439484623385184e6,10.020627254750961,2182.618478403964,9872.509200317045,4298.869785223896,20296.711348358993,610.7306809310993,7.926963544840394,0.0727238251800793,4.944618355229449e8,2.9146421194677825,0.028377126187221168,1.1882248883095398e6,2.0659406337773167,35970.386952391185,277.73441924040446,36926.19952640788,101700.25944092726,86267.3640285159,16018.074827828792,2796.7682268482863,10180.767840370549,3.896960619257641,2.7308099482936807,2.0106106555497103,403489.6266025767,0.021019396512336863,1.925557323162977e-6,3.7719239496908554,0.00021720046678454298,9.157692858736028e-5,9.595036870033093
38.5,0.0038958838389707264,5.499999845947598e6,0.003596960495841062,0.0014762414352745526,2.443293009290427e6,7.804375017049766,2224.996356520933,9628.777288437323,4266.774034324554,20321.07124950827,552.6632715282557,7.8371562724098185,0.05295599312286702,4.946005075049876e8,2.0680823272021853,0.020168255146829395,1.188965925857324e6,1.6090535511229547,36148.418447163465,283.1779365395527,36102.54725259152,99189.49964606388,84137.67853060082,15991.406401484754,2727.3674517182585,9450.13475850317,3.8489305377818264,2.6573833780063,1.9436418574057943,403454.9101147254,0.015111343027593292,1.3679956497222005e-6,3.678805058509311,0.00015615117114787223,6.99634219844017e-5,9.614787154937572
39.0,0.0027138905949283805,5.499999895637936e6,0.0024717398643752234,0.0010196251016203718,2.446861723886309e6,6.078263859683235,2267.2064685187124,9391.058765286636,4233.642760917326,20345.33489502246,500.1104087211524,7.747640882436431,0.03860236856035842,4.9473883324465543e8,1.4676788068517135,0.014343558046605745,1.189660328059703e6,1.2532030265165546,36325.26648971228,288.7551178296612,35299.08533065278,96740.67774562068,82060.50207882667,15957.160636381413,2668.7376929765387,8779.024203270215,3.7997712431705817,2.5844332892214457,1.877719367092212,403420.5374098154,0.010863903153018923,9.72966754786956e-7,3.5879826542535302,0.0001122604051664164,5.351218364245092e-5,9.63357420708098
39.5,0.0019025683450184492,5.499999929276947e6,0.0017090943838055117,0.0007087705179759327,2.4502058502723533e6,4.733903943400548,2309.249195868283,9159.206055911054,4199.54662848524,20369.502451290045,452.5498019568368,7.658491987487568,0.028167703706033,4.948768136052186e8,1.0417887593404256,0.01020774030054923,1.190311029789792e6,0.9760471241975517,36501.033057555316,294.4663973031828,34515.316018576326,94352.27691467498,80034.55849218628,15915.726513529678,2619.6667890575413,8162.887955298943,3.7496750403027,2.5121372789526415,1.812973501447594,403386.5055314547,0.007810317817758984,6.927450698349994e-7,3.49940071813972,8.070594394259261e-5,4.097412378822044e-5,9.651445003879424
40.0,0.0013424756577832895,5.499999952053411e6,0.0011892986377207073,0.0004959216982777654,2.4533395223380974e6,3.686871821221083,2351.1249771321136,8933.075046769882,4164.553449838349,20393.574132004,409.5083154138838,7.569775860737704,0.020573481741990928,4.9501444944813746e8,0.7396370814174545,0.007269133506911917,1.1909207812237628e6,0.7601839152987908,36675.80012557752,300.31264353689863,33750.75311468826,92022.81482691503,78058.59747808163,15867.47843709766,2579.099707992922,7597.464899541136,3.6988173462575697,2.4406508733675856,1.7495142637998446,403352.8114221625,0.0056150228465738855,4.937308463408301e-7,3.4130044357021947,5.802064695772234e-5,3.140658196016444e-5,9.668444231633375
