t,v,ep,epe,epi,idc,mdc,tn,ctl,ctl_ua,bn,p,ab,v_l,ep_l,epe_l,epi_l,idc_l,mdc_l,cd4n_l,cd8n_l,ctl_l,th1_l,tfh_l,ctl_site_l,bn_l,p_l,abg_l,aba_l,abm_l,mr_l,ma_l,igamma_l,i2_l,i6_l,i12_l,a7
10.5,3.559200744557438e7,685957.4912368602,2.3194951733101383e6,3.606662494795489e6,1.546055602840595e6,815354.7900156162,1841.4041575546585,26311.659542475943,860.6012376252093,20267.387117606493,23700.29100407242,1.5661069215589205,2.1084395197214797e7,5.32405966036332e8,9.32536920643888e6,4.956359012865103e6,1.1784741514797183e6,20607.479699003965,68424.3401472942,20167.727296587866,4878.1196463315,15726.13731759037,47548.07653421115,57.54435746501233,38525.720613498044,5179.29369929388,0.03416651794163766,0.03844848187373756,0.03507684189670925,389284.80672159814,10849.740477693254,16.052300646138665,1.2091588478953634,43.58638069535543,3.348252243848945,3.6653108312591685
11.0,2.8696157657774445e7,805281.4416303692,2.2267793677973286e6,3.074699729087019e6,1.4991465586338325e6,809541.6886903523,1448.8814357437784,26998.427196639856,1030.5262270818862,19901.804856190003,25756.56624036552,1.9156974248227612,2.7009569793046214e7,5.262066551206856e8,1.1872206361282663e7,6.4705368750846395e6,1.1678735733206854e6,29459.011136499234,65143.12263350426,19306.53405069757,7101.5386134145365,28001.783158456034,58492.66830840152,95.6083650053905,38067.75846256763,6932.446308757515,0.05143372980219805,0.05767804231948331,0.052531359849913,382354.6564314914,17920.370032501196,30.065855928554424,1.6655561630002647,69.19889735322899,6.152965342294453,3.97425726762776
11.5,2.2005760040955994e7,976457.0898435247,2.1102498825093354e6,2.585324747697681e6,1.4598434163546716e6,793990.4608425347,1152.0718705720858,27375.55816114837,1202.7439255234794,19548.967029556592,27487.69118491662,2.2891843926570377,3.425406730950281e7,5.189468461608094e8,1.4575039593485799e7,7.848539193044334e6,1.1547358229463573e6,39904.6257462818,60101.88094013903,18275.52842662217,9838.28733696647,42454.31597437751,68740.81751795874,151.99812641803746,37823.25535184518,8866.125114146022,0.07384996576413616,0.08249730222373808,0.07499650767268234,373976.0966318368,26516.205823096774,49.387825065420685,2.1579475369259296,101.38113361579632,9.936638843678026,4.26813620849619
12.0,1.6323983261566812e7,1.2006195807951945e6,1.9683090991868456e6,2.156595568084558e6,1.4281007319271246e6,769681.0581750132,929.5892682327162,27516.001545325653,1374.5956687040596,19212.23167640287,28885.66005536487,2.6813538094150426,4.2095186676800035e7,5.1074774826944876e8,1.728366088016861e7,8.871119420833662e6,1.138352507703115e6,52461.60063854923,53995.500779834416,17065.61109187384,12962.726761895487,57352.7672356829,77863.9630898846,231.56803955071172,37800.99821488472,10923.044024416391,0.10176273542198108,0.11320594464970103,0.10270717442740339,364564.078665834,36234.90232742873,72.21501656742082,2.6419223760510193,138.36990065494246,14.60594753005609,4.547682504291352
12.5,1.1900539246361865e7,1.473839165743748e6,1.8042218965800882e6,1.7886390255582982e6,1.404186381255241e6,737377.2912893391,764.0494175246522,27478.72400973155,1544.07688889174,18894.399042933743,29949.44336139179,3.086992448611159,4.94083686874427e7,5.01877244914541e8,1.9768883625506174e7,9.362318754454253e6,1.11796316270634e6,67499.58286546527,47489.36120094267,15699.093168682277,16294.121809846802,71442.88135625096,85653.83548679248,338.25743762077497,37999.26449778432,13054.31085531455,0.13535381725622342,0.14990846040299627,0.13571732061983333,354801.68911124085,46400.52839151673,96.22074429393405,3.0862372968793093,177.5498738774757,19.96202735105255,4.813595166361868
13.0,8.631584107227769e6,1.7867428670589768e6,1.6250126157370647e6,1.4749595958232952e6,1.388528818334112e6,697959.5953295147,641.80558899124,27309.83075846387,1709.7207203283033,18597.797538315448,30683.379452571735,3.500977442977257,5.491064872640359e7,4.9270907122449225e8,2.1780381183948968e7,9.255164988643572e6,1.093416644977134e6,84670.6435972438,41061.242460565176,14224.740169743713,19642.220419264344,83995.13333989857,92059.86084748415,474.3548159485886,38402.72493765997,15221.607876199898,0.17467196519858585,0.19255580296018887,0.17394022418941926,345610.0921705683,56090.95981860548,119.3190294944429,3.4736333578607064,215.73047001193854,25.669348505189102,5.066539114870696
13.5,6.2744624568602545e6,2.126531409789936e6,1.439109899598612e6,1.2084488087309154e6,1.3814870978160219e6,652616.4886896691,552.3752723794635,27044.6203387175,1870.4843326277476,18324.252297942803,31097.05231782144,3.918353050856395,5.754745791726857e7,4.8366630071263546e8,2.3100852831824955e7,8.614129666084794e6,1.065441356552994e6,102809.26730643088,35028.327814777906,12708.11417704482,22841.00923445002,94679.31588034263,97132.55372860082,640.2262912844467,38985.27981094909,17395.8432180856,0.21966544310386482,0.24098593920896058,0.21718724325954608,337971.1839265641,64313.636597267476,139.959955555691,3.7973637693958904,249.64805465259715,31.27064909467261,5.30714684144167
14.0,4.583890245891886e6,2.4797068096000766e6,1.254218621926106e6,983029.0318148031,1.3831556305453987e6,602827.594718021,487.8271106133236,26709.71870646074,2025.650604273282,18075.016577148064,31205.60002962764,4.334409178184037,5.682980256058036e7,4.751536617696577e8,2.3593438755125616e7,7.598368009278533e6,1.0356698329207919e6,120098.03761648621,29586.865035722516,11217.966160007963,25767.5114222456,103433.7707165007,100983.9892071595,834.4485964415187,39715.64521094025,19554.858119409146,0.27020801739109235,0.2949559925118881,0.2651983866419005,332700.61701986135,70233.0787179614,157.12610470913475,4.057699952733253,276.52396414162934,36.25672996146219,5.536019990718202
14.5,3.365024946593406e6,2.8339671653685537e6,1.0763620469826404e6,793488.8459419252,1.3932773756840813e6,550215.0064924847,442.2316125515845,26324.969576929314,2174.7480651014052,17850.734575229442,31029.633007343196,4.744761265887418,5.2953730301627725e7,4.67496405334428e8,2.3229243192479067e7,6.396394552333005e6,1.0063419236785971e6,134499.28977720693,24836.394039138082,9813.334451464372,28347.084696168382,110362.33809678533,103759.70428910166,1054.1979436053718,40561.868455083924,21681.450978738132,0.3261179409019483,0.35416562590382583,0.3176644649175211,330285.7709476614,73335.47483118082,170.2026365174916,4.259206090293441,294.45981419975635,40.16201666501212,5.753730864788183
15.0,2.4783010314502204e6,3.1789967899453584e6,909862.0326789914,635167.0356417849,1.4112562440063425e6,496380.5189389334,411.19988424693577,25905.011147922225,2317.4878114369685,17651.45837782857,30594.54246976037,5.145423343478866,4.6674361091162264e7,4.609028619866231e8,2.208654573215396e7,5.1718870039705075e6,979788.5693117374,144291.6208267372,20799.812090318384,8535.770513894518,30548.768789113823,115658.40523986284,105617.78010380227,1295.7458060112717,41493.604625966094,23761.969829861915,0.3871715486524232,0.4182737220319053,0.37424281623621347,330834.9883471322,73483.07338011943,178.81619356974485,4.408716509627059,302.57880871547576,42.64729924078945,5.9608238542373195
